cohort,outcome,role,residual,adjustment,OR,OR_lo,OR_hi,p,spec,n,harm,percentile,cutoff,rate
MIMIC,mortality_30d,secondary,sensitivity_invMAP,minimal,0.8188979565244129,0.7420680951821743,0.9036823811098246,7.043434931521271e-05,bottom_20pct,30485,False,20.0,-0.13710190539596762,0.2
MIMIC,mortality_30d,secondary,sensitivity_invMAP,minimal,0.8440166597817217,0.7723358352514447,0.9223502127894591,0.00018041335437483236,bottom_25pct,30485,False,25.0,-0.1105946898527499,0.2500246022634082
MIMIC,mortality_30d,secondary,legacy,minimal,1.0959454447328778,1.0720141026226049,1.1204110234113056,4.1803066022959337e-16,continuous_per_SD,83066,False,,,
MIMIC,mortality_30d,secondary,legacy,minimal,0.5693435267539045,0.5054269045574693,0.6413430874646218,1.8447339122466784e-20,bottom_5pct,83066,False,5.0,-0.4467195412816052,0.05000842703392483
MIMIC,mortality_30d,secondary,legacy,minimal,0.7138422086228686,0.6597708061127033,0.7723450235907062,4.959353736952068e-17,bottom_10pct,83066,False,10.0,-0.27854027694082495,0.10000481544795704
MIMIC,mortality_30d,secondary,legacy,minimal,0.8084024570694387,0.7588246945456717,0.8612193795131852,4.493376611257351e-11,bottom_15pct,83066,False,15.0,-0.19938243613645024,0.15000120386198926
MIMIC,mortality_30d,secondary,legacy,minimal,0.8803252629864415,0.8331809966989662,0.9301371151317199,5.654392171726185e-06,bottom_20pct,83066,False,20.0,-0.14450212603104662,0.2000096308959141
MIMIC,mortality_30d,secondary,legacy,minimal,0.9254013677253647,0.8802074512894393,0.9729157485925164,0.0024070623657730873,bottom_25pct,83066,False,25.0,-0.10436708130358319,0.2500060193099463
MIMIC,mortality_30d,secondary,harmonised,harmonised_severity,1.021249441216556,0.994502297596778,1.0487159493803333,0.12046211031480077,continuous_per_SD,83372,False,,,
MIMIC,mortality_30d,secondary,harmonised,harmonised_severity,0.9423538624363281,0.8232443782601769,1.078696466686365,0.38912909872508006,bottom_5pct,83372,False,5.0,-0.5286843052472039,0.05000479777383294
MIMIC,mortality_30d,secondary,harmonised,harmonised_severity,0.8479856322486659,0.7708316872611595,0.9328620558596001,0.0007043684705770767,bottom_10pct,83372,False,10.0,-0.30777485108327585,0.10000959554766588
MIMIC,mortality_30d,secondary,harmonised,harmonised_severity,0.8060278287082785,0.7466793907130954,0.8700934681372714,3.276339511295363e-08,bottom_15pct,83372,False,15.0,-0.18991391543224923,0.15000239888691647
MIMIC,mortality_30d,secondary,harmonised,harmonised_severity,0.8013312028858117,0.7513168863625308,0.8546749159695792,1.631406018123543e-11,bottom_20pct,83372,False,20.0,-0.11868132055373026,0.20000719666074943
MIMIC,mortality_30d,secondary,harmonised,harmonised_severity,0.8166838550111679,0.7716448419510442,0.8643516845774722,2.6230733186743523e-12,bottom_25pct,83372,False,25.0,-0.07474433028271932,0.25
MIMIC,mortality_30d,secondary,sensitivity_invMAP,harmonised_severity,1.0082749057608833,0.9688698705121528,1.049282588434425,0.685364622984932,continuous_per_SD,30485,False,,,
MIMIC,mortality_30d,secondary,sensitivity_invMAP,harmonised_severity,0.8440622906743362,0.6677987423373375,1.0668500932553706,0.1560422995201194,bottom_5pct,30485,False,5.0,-0.34022447586429855,0.050024602263408234
MIMIC,mortality_30d,secondary,sensitivity_invMAP,harmonised_severity,0.8041967649124426,0.69329221861052,0.9328424859459757,0.003999913168410505,bottom_10pct,30485,False,10.0,-0.2246864578466022,0.10001640150893883
MIMIC,mortality_30d,secondary,sensitivity_invMAP,harmonised_severity,0.8502981073605139,0.7574792238112865,0.9544906957883735,0.005964401739406109,bottom_15pct,30485,False,15.0,-0.17094744884754737,0.1500082007544694
MIMIC,mortality_30d,secondary,sensitivity_invMAP,harmonised_severity,0.8996075725460598,0.8148693655951817,0.9931576995671018,0.036083448599419095,bottom_20pct,30485,False,20.0,-0.13710190539596762,0.2
MIMIC,mortality_30d,secondary,sensitivity_invMAP,harmonised_severity,0.9451439482529702,0.8646971288890348,1.033075111590718,0.21385704126765903,bottom_25pct,30485,False,25.0,-0.1105946898527499,0.2500246022634082
MIMIC,mortality_30d,secondary,legacy,harmonised_severity,1.0658662698027483,1.0407814961929769,1.0915556332033214,1.5251808024152273e-07,continuous_per_SD,83066,False,,,
MIMIC,mortality_30d,secondary,legacy,harmonised_severity,0.8950743933526312,0.788881321871183,1.0155623506654685,0.08537699084533742,bottom_5pct,83066,False,5.0,-0.4467195412816052,0.05000842703392483
MIMIC,mortality_30d,secondary,legacy,harmonised_severity,0.8850973923053165,0.8148200894443026,0.9614360323392845,0.003832057835418901,bottom_10pct,83066,False,10.0,-0.27854027694082495,0.10000481544795704
MIMIC,mortality_30d,secondary,legacy,harmonised_severity,0.8521820825274743,0.7976755763674327,0.9104131094097174,2.105420184243944e-06,bottom_15pct,83066,False,15.0,-0.19938243613645024,0.15000120386198926
MIMIC,mortality_30d,secondary,legacy,harmonised_severity,0.8533535763244391,0.805840069584431,0.9036685487745066,5.782666388129883e-08,bottom_20pct,83066,False,20.0,-0.14450212603104662,0.2000096308959141
MIMIC,mortality_30d,secondary,legacy,harmonised_severity,0.8530504866872783,0.8097697890041883,0.8986444576208298,2.195134436017094e-09,bottom_25pct,83066,False,25.0,-0.10436708130358319,0.2500060193099463
