items,k,exact_agreement,mean_diff,mean_abs_diff
220047+223770+228194+229770,4,1.1745498537685431e-05,25.90723405254936,25.911767814984906
220047+223770+229770+230037,4,1.1745498537685431e-05,25.911932251964434,25.912049706949812
223769+223770+223939+229770,4,1.1745498537685431e-05,25.911932251964434,25.91221414392934
220047+223770+229770,3,1.1745498537685431e-05,25.91235508991179,25.912472544897167
223769+223770+223944+229770,4,1.1745498537685431e-05,25.913365202786032,25.913647094750935
220046+223770+228194+229770,4,1.1745498537685431e-05,25.90912507781393,25.913658840249475
220046+223770+229770+230037,4,1.1745498537685431e-05,25.913823277229003,25.913940732214378
220046+223770+229770,3,1.1745498537685431e-05,25.914246115176358,25.914363570161736
220047+223770+228194+230037,4,1.1745498537685431e-05,25.91100435757996,25.915538120015505
223769+223770+223939+228194,4,1.1745498537685431e-05,25.91100435757996,25.915749538989182
220047+223770+228194,3,1.1745498537685431e-05,25.911427195527313,25.91596095796286
223769+223770+223939+230037,4,1.1745498537685431e-05,25.915702556995033,25.915984448959936
220047+223770+230037,3,1.1745498537685431e-05,25.916125394942387,25.916242849927766
223769+223770+223939,3,1.1745498537685431e-05,25.916125394942387,25.916407286907294
220047+223770,2,1.1745498537685431e-05,25.916548232889745,25.91666568787512
223769+223770+223944+228194,4,1.1745498537685431e-05,25.912437308401554,25.91718248981078
223769+223770+223944+230037,4,1.1745498537685431e-05,25.917135507816628,25.917417399781534
220046+223770+228194+230037,4,1.1745498537685431e-05,25.912895382844525,25.91742914528007
223769+223770+223944,3,1.1745498537685431e-05,25.917558345763986,25.91784023772889
220046+223770+228194,3,1.1745498537685431e-05,25.913318220791883,25.91785198322743
220046+223770+230037,3,1.1745498537685431e-05,25.918016420206957,25.918133875192332
220046+223770,2,1.1745498537685431e-05,25.91843925815431,25.91855671313969
220047+223769+228194+229770,4,1.1745498537685431e-05,25.92696649009267,25.93150025252822
220047+223769+229770+230037,4,1.1745498537685431e-05,25.931664689507745,25.931782144493123
220047+223769+229770,3,1.1745498537685431e-05,25.932087527455103,25.93220498244048
220046+223769+228194+229770,4,1.1745498537685431e-05,25.92885751535724,25.933391277792786
220046+223769+229770+230037,4,1.1745498537685431e-05,25.933555714772314,25.93367316975769
220046+223769+229770,3,1.1745498537685431e-05,25.93397855271967,25.934096007705048
220047+223769+228194+230037,4,1.1745498537685431e-05,25.93073679512327,25.935270557558816
220047+223769+228194,3,1.1745498537685431e-05,25.931159633070624,25.93569339550617
220047+223769+230037,3,1.1745498537685431e-05,25.9358578324857,25.935975287471077
220047+223769,2,1.1745498537685431e-05,25.936280670433057,25.93639812541843
220046+223769+228194+230037,4,1.1745498537685431e-05,25.932627820387836,25.937161582823382
220046+223769+228194,3,1.1745498537685431e-05,25.933050658335194,25.93758442077074
220046+223769+230037,3,1.1745498537685431e-05,25.937748857750268,25.937866312735643
220046+223769,2,1.1745498537685431e-05,25.938171695697623,25.938289150683
223769+223770+228194+229770,4,1.1745498537685431e-05,25.950856834118323,25.955555033533397
223769+223770+229770+230037,4,1.1745498537685431e-05,25.955555033533397,25.955836925498303
223769+223770+229770,3,1.1745498537685431e-05,25.955977871480755,25.956259763445658
223769+223770+228194+230037,4,1.1745498537685431e-05,25.954627139148922,25.959325338563996
223769+223770+228194,3,1.1745498537685431e-05,25.955049977096277,25.95974817651135
223769+223770+230037,3,1.1745498537685431e-05,25.95974817651135,25.960030068476257
223769+223770,2,1.1745498537685431e-05,25.96017101445871,25.960452906423612
220047+223938+223949+229770,4,1.1745498537685431e-05,28.51751841106896,28.51897485288763
220046+223938+223949+229770,4,1.1745498537685431e-05,28.519409436333525,28.520865878152197
220047+223938+223949+228194,4,1.1745498537685431e-05,28.51659051668448,28.522298828973796
220047+223938+223949+230037,4,1.1745498537685431e-05,28.521288716099555,28.522745157918227
220047+223938+223949,3,1.1745498537685431e-05,28.521711554046913,28.523167995865585
220046+223938+223949+228194,4,1.1745498537685431e-05,28.518481541949047,28.52418985423836
220046+223938+223949+230037,4,1.1745498537685431e-05,28.52317974136412,28.524636183182796
220046+223938+223949,3,1.1745498537685431e-05,28.52360257931148,28.52505902113015
220047+223938+223940+229770,4,1.1745498537685431e-05,28.52814808724556,28.528336015222166
220046+223938+223940+229770,4,1.1745498537685431e-05,28.53003911251013,28.530227040486732
220047+223938+223940+228194,4,1.1745498537685431e-05,28.527220192861087,28.531683482305407
220047+223938+223940+230037,4,1.1745498537685431e-05,28.53191839227616,28.532106320252762
220047+223938+223940,3,1.1745498537685431e-05,28.532341230223516,28.53252915820012
220046+223938+223940+228194,4,1.1745498537685431e-05,28.529111218125653,28.533574507569973
220046+223938+223940+230037,4,1.1745498537685431e-05,28.533809417540727,28.53399734551733
220046+223938+223940,3,1.1745498537685431e-05,28.534232255488085,28.534420183464686
223770+223938+223949+229770,4,1.1745498537685431e-05,28.54140875509461,28.542959160901585
223770+223938+223949+228194,4,1.1745498537685431e-05,28.540480860710133,28.54628313698775
223770+223938+223949+230037,4,1.1745498537685431e-05,28.545179060125207,28.54672946593218
223770+223938+223949,3,1.1745498537685431e-05,28.545601898072565,28.54715230387954
220047+223938+223945+229770,4,1.1745498537685431e-05,28.54799797977425,28.548115434759627
220046+223938+223945+229770,4,1.1745498537685431e-05,28.549889005038818,28.550006460024196
220047+223938+223945+228194,4,1.1745498537685431e-05,28.547070085389773,28.551439410845795
220047+223938+223945+230037,4,1.1745498537685431e-05,28.551768284804847,28.551885739790226
220047+223938+223945,3,1.1745498537685431e-05,28.552191122752205,28.55230857773758
223770+223938+223940+229770,4,1.1745498537685431e-05,28.552038431271214,28.552343814233197
220046+223938+223945+228194,4,1.1745498537685431e-05,28.548961110654343,28.55333043611036
220046+223938+223945+230037,4,1.1745498537685431e-05,28.553659310069417,28.553776765054792
220046+223938+223945,3,1.1745498537685431e-05,28.55408214801677,28.55419960300215
220047+223938+223939+229770,4,1.1745498537685431e-05,28.5550570243954,28.555526844336907
223770+223938+223940+228194,4,1.1745498537685431e-05,28.55111053688674,28.555691281316435
223770+223938+223940+230037,4,1.1745498537685431e-05,28.555808736301813,28.556114119263793
220047+223938+223944+229770,4,1.1745498537685431e-05,28.556489975216998,28.556513466214074
223770+223938+223940,3,1.1745498537685431e-05,28.556231574249168,28.556536957211147
220046+223938+223939+229770,4,1.1745498537685431e-05,28.55694804965997,28.557417869601476
220046+223938+223944+229770,4,1.1745498537685431e-05,28.558381000481564,28.55840449147864
220047+223938+223939+228194,4,1.1745498537685431e-05,28.554129130010924,28.55885082042307
220047+223938+223939+230037,4,1.1745498537685431e-05,28.558827329426,28.559297149367506
220047+223938+223941+229770,4,1.1745498537685431e-05,28.5591092213909,28.559438095349957
220047+223938+223939,3,1.1745498537685431e-05,28.559250167373353,28.55971998731486
220047+223938+223944+228194,4,1.1745498537685431e-05,28.55556208083252,28.55983744230024
220047+223938+223944+230037,4,1.1745498537685431e-05,28.560260280247594,28.56028377124467
220047+223938+223944,3,1.1745498537685431e-05,28.56068311819495,28.560706609192028
220046+223938+223939+228194,4,1.1745498537685431e-05,28.55602015527549,28.56074184568764
220046+223938+223939+230037,4,1.1745498537685431e-05,28.560718354690565,28.561188174632072
220046+223938+223941+229770,4,1.1745498537685431e-05,28.561000246655468,28.561329120614523
220046+223938+223939,3,1.1745498537685431e-05,28.561141192637923,28.56161101257943
220046+223938+223944+228194,4,1.1745498537685431e-05,28.55745310609709,28.561728467564805
220046+223938+223944+230037,4,1.1745498537685431e-05,28.562151305512163,28.562174796509236
220046+223938+223944,3,1.1745498537685431e-05,28.562574143459518,28.562597634456594
223769+223938+223949+229770,4,1.1745498537685431e-05,28.561141192637923,28.562691598444896
220047+223938+223941+228194,4,1.1745498537685431e-05,28.558181327006423,28.562762071436122
220047+223938+223941+230037,4,1.1745498537685431e-05,28.562879526421497,28.563208400380553
220047+223938+223941,3,1.1745498537685431e-05,28.563302364368855,28.56363123832791
220046+223938+223941+228194,4,1.1745498537685431e-05,28.560072352270993,28.564653096700688
220047+223938+223946+229770,4,1.1745498537685431e-05,28.564899752169982,28.564993716158284
220046+223938+223941+230037,4,1.1745498537685431e-05,28.564770551686067,28.565099425645123
220046+223938+223941,3,1.1745498537685431e-05,28.56519338963342,28.565522263592477
223769+223938+223949+228194,4,1.1745498537685431e-05,28.560213298253444,28.56601557453106
223769+223938+223949+230037,4,1.1745498537685431e-05,28.56491149766852,28.566461903475492
223769+223938+223949,3,1.1745498537685431e-05,28.565334335615876,28.56688474142285
220046+223938+223946+229770,4,1.1745498537685431e-05,28.566790777434548,28.56688474142285
220047+223938+223946+228194,4,1.1745498537685431e-05,28.563971857785504,28.56831769224445
220047+223940+223945+229770,4,1.1745498537685431e-05,28.566168266012053,28.56856434771374
220047+223938+223946+230037,4,1.1745498537685431e-05,28.568670057200578,28.56876402118888
220047+223938+223946,3,1.1745498537685431e-05,28.569092895147936,28.569186859136234
220046+223938+223946+228194,4,1.1745498537685431e-05,28.56586288305007,28.570208717509015
220046+223940+223945+229770,4,1.1745498537685431e-05,28.56805929127662,28.570455372978305
220046+223938+223946+230037,4,1.1745498537685431e-05,28.570561082465144,28.570655046453446
220046+223938+223946,3,1.1745498537685431e-05,28.570983920412502,28.571077884400804
220047+223940+223945+228194,4,1.1745498537685431e-05,28.565240371627574,28.57191181479698
223769+223938+223940+229770,4,1.1745498537685431e-05,28.571770868814525,28.572076251776508
223770+223938+223945+229770,4,1.1745498537685431e-05,28.571888323799904,28.572123233770657
220047+223940+223945+230037,4,1.1745498537685431e-05,28.56993857104265,28.572334652744335
220047+223940+223945,3,1.1745498537685431e-05,28.570361408990003,28.572757490691693
220046+223940+223945+228194,4,1.1745498537685431e-05,28.56713139689214,28.573802840061546
220046+223940+223945+230037,4,1.1745498537685431e-05,28.571829596307214,28.574225678008904
220046+223940+223945,3,1.1745498537685431e-05,28.572252434254573,28.57464851595626
220047+223940+223944+229770,4,1.1745498537685431e-05,28.5746602614548,28.5746602614548
223769+223938+223940+228194,4,1.1745498537685431e-05,28.57084297443005,28.575423718859746
223770+223938+223945+228194,4,1.1745498537685431e-05,28.570960429415425,28.575447209856822
223769+223938+223940+230037,4,1.1745498537685431e-05,28.575541173845124,28.575846556807104
223770+223938+223945+230037,4,1.1745498537685431e-05,28.5756586288305,28.575893538801253
223769+223938+223940,3,1.1745498537685431e-05,28.57596401179248,28.576269394754462
223770+223938+223945,3,1.1745498537685431e-05,28.576081466777858,28.57631637674861
220046+223940+223944+229770,4,1.1745498537685431e-05,28.576551286719365,28.576551286719365
220047+223940+223944+228194,4,1.1745498537685431e-05,28.57373236707032,28.578007728538037
220047+223940+223944+230037,4,1.1745498537685431e-05,28.578430566485395,28.578430566485395
220047+223940+223941+229770,4,1.1745498537685431e-05,28.577279507628703,28.57875944044445
